UniqueCarrier,FlightNum,Year,Month,DayofMonth,Origin,Dest,Distance
OO,2031,2011,9,26,IAH,TUS,936
WN,1130,2011,12,15,HOU,MSY,302
XE,2479,2011,7,10,IAH,DSM,802
EV,5246,2011,10,30,IAH,MEM,468
XE,2472,2011,8,30,IAH,JAX,817
WN,873,2011,1,23,HOU,LAX,1390
XE,3092,2011,5,27,IAH,MCI,643
XE,2967,2011,7,18,IAH,LBB,458
CO,1533,2011,5,22,IAH,AUS,140
CO,1250,2011,10,25,IAH,SNA,1346
XE,2044,2011,3,23,IAH,CLT,913
XE,4452,2011,11,20,IAH,GPT,376
XE,4294,2011,10,22,IAH,LCH,127
CO,482,2011,1,19,IAH,BOS,1597
XE,2304,2011,6,27,IAH,GPT,376
XE,3078,2011,3,28,IAH,RIC,1157
WN,264,2011,2,18,HOU,FLL,957
WN,1038,2011,10,3,HOU,DEN,883
OO,1101,2011,8,5,IAH,OMA,781
US,944,2011,1,28,IAH,CLT,913
XE,3036,2011,8,4,IAH,CHS,925
WN,2836,2011,1,14,HOU,DEN,883
XE,2695,2011,5,29,IAH,BHM,562
XE,2587,2011,8,19,IAH,RSW,861
XE,4554,2011,11,29,IAH,XNA,438
XE,2183,2011,7,15,IAH,SDF,788
OO,2066,2011,8,27,IAH,MCI,643
CO,1621,2011,6,6,IAH,MFE,316
F9,225,2011,8,22,HOU,DEN,883
UA,756,2011,6,9,IAH,IAD,1190
XE,2573,2011,6,17,IAH,BNA,657
XE,2308,2011,6,7,IAH,BRO,308
WN,30,2011,7,6,HOU,DAL,239
XE,4331,2011,10,2,IAH,HSV,595
CO,89,2011,4,9,IAH,EWR,1400
WN,42,2011,6,15,HOU,DAL,239
XE,3059,2011,4,13,IAH,MOB,427
WN,1698,2011,5,14,HOU,BNA,670
WN,30,2011,9,26,HOU,DAL,239
XE,4363,2011,12,17,IAH,MEM,468
WN,2162,2011,9,1,HOU,LAS,1235
XE,2568,2011,8,8,IAH,RIC,1157
XE,2433,2011,7,28,IAH,LBB,458
OO,5210,2011,11,30,IAH,ORF,1201
WN,1080,2011,9,21,HOU,SAT,192
OO,6422,2011,3,26,IAH,ASE,914
CO,644,2011,1,27,IAH,CLE,1091
XE,2176,2011,7,10,IAH,ABQ,744
WN,50,2011,8,25,HOU,DAL,239
XE,2568,2011,5,6,IAH,RIC,1157
CO,1557,2011,4,12,IAH,SAT,191
CO,1626,2011,8,17,IAH,DCA,1208
XE,4634,2011,12,23,IAH,CLT,912
XE,4466,2011,11,28,IAH,CRP,201
XE,2254,2011,1,18,IAH,BTR,253
WN,11,2011,10,18,HOU,CRP,187
CO,1533,2011,10,3,IAH,CLE,1091
CO,1121,2011,12,5,IAH,SEA,1874
CO,532,2011,5,27,IAH,LGA,1416
WN,703,2011,4,27,HOU,MSY,303
WN,2797,2011,8,4,HOU,AUS,148
XE,2800,2011,2,17,IAH,XNA,438
XE,4466,2011,10,13,IAH,CRP,201
AA,466,2011,7,7,IAH,MIA,964
CO,410,2011,4,9,IAH,EWR,1400
XE,3008,2011,2,8,IAH,IAD,1190
WN,1104,2011,7,14,HOU,ELP,677
XE,2817,2011,7,11,IAH,HRL,295
WN,1577,2011,1,4,HOU,TUL,453
WN,2502,2011,2,25,HOU,HRL,276
XE,2605,2011,8,1,IAH,DAL,216
OO,1149,2011,5,26,IAH,ATL,689
US,623,2011,12,27,IAH,PHX,1009
AA,1948,2011,11,12,IAH,DFW,224
WN,3579,2011,9,23,HOU,BWI,1246
WN,1445,2011,6,18,HOU,BWI,1246
XE,3157,2011,1,3,IAH,ABQ,744
WN,41,2011,2,28,HOU,ECP,570
CO,1200,2011,8,24,IAH,SEA,1874
WN,113,2011,12,24,HOU,ABQ,759
OO,2016,2011,8,28,IAH,DFW,224
WN,41,2011,7,15,HOU,SAN,1313
XE,2171,2011,7,7,IAH,ORF,1201
XE,2082,2011,4,18,IAH,ABQ,744
XE,2998,2011,6,15,IAH,MEM,469
XE,2916,2011,6,20,IAH,OMA,781
XE,2497,2011,2,15,IAH,ICT,542
XE,2450,2011,1,5,IAH,SAT,191
CO,500,2011,3,8,IAH,IND,845
XE,4634,2011,10,9,IAH,HOB,501
XE,4191,2011,12,5,IAH,MOB,427
CO,1832,2011,2,25,IAH,LGA,1416
WN,2074,2011,5,21,HOU,SAT,192
OO,1137,2011,6,18,IAH,MSP,1034
XE,2967,2011,6,22,IAH,LBB,458
XE,4678,2011,10,23,IAH,TUS,936
CO,1479,2011,5,16,IAH,SAT,191
CO,299,2011,3,29,IAH,DEN,862
XE,3105,2011,1,10,IAH,LIT,374
OO,1185,2011,7,25,IAH,ELP,667
XE,4326,2011,11,19,IAH,DFW,224
CO,1548,2011,9,21,IAH,PDX,1825
CO,1583,2011,2,5,IAH,AUS,140
US,1697,2011,1,19,IAH,CLT,913
CO,1542,2011,11,7,IAH,PHX,1009
CO,1208,2011,10,31,IAH,BWI,1235
XE,2671,2011,2,28,IAH,MCO,853
XE,3092,2011,4,14,IAH,MCI,643
CO,1690,2011,5,21,IAH,MIA,964
OO,1112,2011,1,23,IAH,COS,809
XE,2605,2011,2,18,IAH,DAL,217
XE,2451,2011,1,29,IAH,OKC,395
CO,1541,2011,4,21,IAH,AUS,140
XE,2479,2011,1,4,IAH,DSM,802
WN,1616,2011,10,5,HOU,HRL,277
XE,4658,2011,11,30,IAH,BHM,562
WN,441,2011,7,11,HOU,JAN,359
XE,2618,2011,2,26,IAH,SDF,788
XE,4665,2011,9,30,IAH,AMA,517
WN,2288,2011,8,28,HOU,PHX,1020
WN,45,2011,11,17,HOU,FLL,957
CO,658,2011,1,18,IAH,DCA,1208
CO,1619,2011,7,13,IAH,LAX,1379
XE,4496,2011,10,29,IAH,MOB,427
XE,4694,2011,10,26,IAH,RIC,1157
WN,2022,2011,10,31,HOU,CRP,187
XE,4232,2011,12,5,IAH,MEM,468
US,1776,2011,9,20,IAH,PHL,1325
XE,2259,2011,6,16,IAH,DFW,224
MQ,2958,2011,8,3,HOU,DFW,247
XE,2427,2011,2,22,IAH,LBB,458
F9,145,2011,3,8,HOU,DEN,883
OO,1164,2011,8,9,IAH,TUS,936
XE,2402,2011,8,2,IAH,VPS,528
XE,3119,2011,6,14,IAH,MOB,427
XE,2572,2011,7,13,IAH,CHS,925
CO,1488,2011,4,29,IAH,DTW,1076
OO,1185,2011,4,27,IAH,ELP,667
XE,2564,2011,7,25,IAH,GSP,837
XE,2563,2011,8,24,IAH,GPT,376
US,1824,2011,11,7,IAH,PHL,1325
XE,2748,2011,7,4,IAH,MOB,427
WN,1240,2011,7,5,HOU,OKC,419
CO,1677,2011,11,11,IAH,LAS,1222
DL,8,2011,5,19,IAH,ATL,689
WN,1597,2011,11,29,HOU,TUL,453
CO,1715,2011,1,27,IAH,ABQ,744
XE,2492,2011,9,2,IAH,RDU,1042
XE,2042,2011,2,22,IAH,BHM,562
XE,2295,2011,3,27,IAH,SAV,851
XE,4711,2011,10,15,IAH,RIC,1157
CO,1479,2011,7,7,IAH,SAT,191
CO,1823,2011,2,28,IAH,MSY,305
XE,2472,2011,9,4,IAH,JAX,817
XE,2258,2011,9,9,IAH,VPS,528
XE,4572,2011,11,13,IAH,CVG,871
B6,620,2011,2,23,HOU,JFK,1428
XE,2044,2011,2,3,IAH,CLT,913
XE,2573,2011,1,14,IAH,BNA,657
WN,1599,2011,9,16,HOU,HRL,276
XE,4684,2011,11,8,IAH,BTR,253
XE,4560,2011,9,9,IAH,BHM,562
CO,467,2011,5,17,IAH,SEA,1874
CO,1873,2011,5,3,IAH,MCO,853
WN,1425,2011,8,26,HOU,BNA,670
CO,1539,2011,9,23,IAH,PDX,1825
XE,3127,2011,4,9,IAH,LBB,458
XE,4631,2011,9,26,IAH,CRP,201
XE,2525,2011,3,9,IAH,GPT,376
CO,421,2011,5,26,IAH,SJC,1609
WN,376,2011,8,12,HOU,FLL,957
XE,2103,2011,8,21,IAH,GSP,837
MQ,3210,2011,12,28,HOU,DFW,247
DL,2095,2011,3,31,IAH,ATL,689
OO,5817,2011,2,10,IAH,DTW,1076
CO,1787,2011,6,16,IAH,DFW,224
XE,2908,2011,3,19,IAH,AMA,519
CO,1476,2011,9,26,IAH,PHX,1009
XE,2103,2011,8,18,IAH,GSP,837
WN,129,2011,5,23,HOU,MDW,937
CO,5,2011,12,23,IAH,MSY,305
WN,1860,2011,8,2,HOU,ABQ,759
CO,6,2011,11,26,IAH,SAT,191
CO,400,2011,1,20,IAH,IND,845
WN,633,2011,8,3,HOU,MSY,302
XE,2759,2011,4,3,IAH,BHM,562
XE,3032,2011,6,10,IAH,CLT,913
CO,1651,2011,11,25,IAH,SFO,1635
CO,577,2011,6,24,IAH,ATL,689
CO,1678,2011,8,14,IAH,BWI,1235
XE,2800,2011,1,7,IAH,XNA,438
FL,286,2011,8,17,HOU,ATL,696
XE,2288,2011,2,13,IAH,DAY,929
XE,3088,2011,1,23,IAH,MCI,643
WN,3,2011,7,14,HOU,HRL,276
XE,2954,2011,5,11,IAH,MOB,427
XE,2105,2011,4,28,IAH,GRR,1042
CO,1661,2011,10,24,IAH,ATL,689
US,282,2011,12,10,IAH,PHX,1009
CO,686,2011,6,19,IAH,MCO,853
CO,1746,2011,5,2,IAH,ORD,925
CO,1765,2011,7,29,IAH,DEN,862
CO,1676,2011,3,14,IAH,PHL,1324
CO,1210,2011,8,23,IAH,PIT,1117
US,1696,2011,8,2,IAH,CLT,912
WN,2737,2011,5,28,HOU,MSY,303
CO,1704,2011,11,23,IAH,MIA,964
CO,1622,2011,11,23,IAH,TUS,936
CO,1167,2011,12,13,IAH,BWI,1235
CO,1717,2011,10,7,IAH,SAN,1303
XE,2405,2011,6,27,IAH,LEX,828
XE,2131,2011,3,31,IAH,CRP,201
CO,1176,2011,12,30,IAH,TPA,787
CO,1615,2011,10,21,IAH,ATL,689
CO,497,2011,3,23,IAH,LAS,1222
WN,7,2011,4,27,HOU,JAN,359
MQ,3762,2011,11,12,IAH,LAX,1379
XE,2349,2011,9,29,IAH,ELP,667
XE,4682,2011,9,26,IAH,SHV,192
CO,1658,2011,12,15,IAH,LGA,1416
CO,1190,2011,9,15,IAH,FLL,965
CO,1594,2011,8,5,IAH,EWR,1400
CO,1644,2011,12,26,IAH,SMF,1609
XE,2254,2011,7,8,IAH,BTR,253
WN,473,2011,7,14,HOU,PHX,1020
XE,2652,2011,3,12,IAH,CHS,925
CO,1830,2011,7,4,IAH,PBI,956
WN,2277,2011,6,9,HOU,SAT,192
WN,39,2011,3,18,HOU,BNA,670
WN,410,2011,5,5,HOU,SAT,192
CO,682,2011,5,13,IAH,BOS,1597
CO,1545,2011,7,6,IAH,SMF,1609
FL,292,2011,8,23,HOU,ATL,696
CO,59,2011,8,7,IAH,DEN,862
XE,2200,2011,8,9,IAH,OKC,395
WN,3318,2011,9,14,HOU,STL,687
CO,267,2011,6,5,IAH,SEA,1874
CO,499,2011,1,29,IAH,DEN,862
WN,2811,2011,1,28,HOU,SAT,192
DL,1512,2011,1,20,HOU,ATL,696
WN,791,2011,1,27,HOU,AUS,148
CO,35,2011,6,29,IAH,AUS,140
XE,4151,2011,12,20,IAH,CID,845
US,1820,2011,9,17,IAH,PHL,1325
XE,2840,2011,7,22,IAH,PNS,489
XE,2082,2011,5,27,IAH,ABQ,744
WN,1207,2011,10,29,HOU,TPA,781
CO,352,2011,2,17,IAH,GUC,886
OO,1185,2011,7,18,IAH,ELP,667
WN,1094,2011,5,3,HOU,MDW,937
XE,2769,2011,5,3,IAH,ELP,667
CO,309,2011,5,23,IAH,PDX,1825
WN,1106,2011,3,29,HOU,BWI,1246
CO,582,2011,4,5,IAH,BOS,1597
CO,170,2011,1,9,IAH,SFO,1635
EV,4956,2011,12,27,IAH,MEM,468
XE,4677,2011,10,3,IAH,SHV,192
AA,1948,2011,9,14,IAH,DFW,224
XE,2162,2011,6,17,IAH,TUL,429
WN,916,2011,6,2,HOU,LAX,1390
WN,52,2011,7,14,HOU,DAL,239
OO,5812,2011,2,3,IAH,COS,809
XE,4508,2011,12,15,IAH,AUS,140
OO,1103,2011,6,14,IAH,DFW,224
MQ,3719,2011,12,21,IAH,LAX,1379
CO,59,2011,1,9,IAH,DEN,862
CO,1654,2011,11,9,IAH,SJC,1608
OO,2062,2011,9,3,IAH,CLT,912
XE,4665,2011,11,18,IAH,GRR,1042
CO,1417,2011,9,30,IAH,RDU,1042
CO,1460,2011,7,16,IAH,SEA,1874
XE,2998,2011,8,8,IAH,MEM,468
XE,2954,2011,8,5,IAH,MOB,427
XE,4165,2011,10,19,IAH,CAE,878
XE,2881,2011,8,11,IAH,BNA,657
WN,2508,2011,10,30,HOU,OAK,1642
XE,4269,2011,10,13,IAH,CID,845
XE,2948,2011,2,1,IAH,MKE,984
XE,2976,2011,3,31,IAH,MCI,643
CO,226,2011,2,11,IAH,BWI,1235
XE,2568,2011,8,27,IAH,XNA,438
MQ,3719,2011,9,14,IAH,LAX,1379
EV,5402,2011,4,11,IAH,MEM,469
XE,4333,2011,12,24,IAH,ICT,542
XE,2470,2011,9,8,IAH,OMA,781
XE,4452,2011,12,4,IAH,GPT,376
DL,1590,2011,9,26,IAH,ATL,689
OO,5845,2011,6,16,IAH,MCI,643
WN,795,2011,7,24,HOU,BWI,1246
MQ,3859,2011,12,15,IAH,ORD,925
XE,2671,2011,3,27,IAH,MCO,853
XE,3078,2011,2,28,IAH,RIC,1157
XE,2902,2011,6,6,IAH,LFT,201
XE,2980,2011,1,4,IAH,TYS,772
CO,1453,2011,10,28,IAH,DCA,1208
CO,1621,2011,12,11,IAH,ATL,689
AA,1068,2011,5,16,IAH,MIA,964
OO,1126,2011,7,12,IAH,COS,809
WN,1407,2011,9,23,HOU,PHX,1020
XE,3150,2011,2,8,IAH,STL,668
XE,4096,2011,12,19,IAH,AMA,517
WN,1699,2011,11,3,HOU,AUS,148
AA,1740,2011,12,5,IAH,DFW,224
WN,3955,2011,7,2,HOU,LAS,1235
CO,1479,2011,1,4,IAH,SAT,191
OO,1117,2011,5,15,IAH,CVG,871
CO,1597,2011,12,20,IAH,SMF,1609
WN,46,2011,8,2,HOU,DAL,239
OO,4497,2011,12,5,IAH,SLC,1195
CO,1787,2011,1,2,IAH,DFW,224
WN,1899,2011,10,8,HOU,MSY,302
XE,2441,2011,3,15,IAH,MAF,429
WN,22,2011,7,30,HOU,DAL,239
WN,1095,2011,4,15,HOU,CRP,187
XE,2612,2011,1,12,IAH,CVG,871
CO,597,2011,2,9,IAH,LAS,1222
CO,1893,2011,8,4,IAH,SMF,1609
WN,795,2011,6,2,HOU,SAN,1312
XE,3119,2011,1,22,IAH,MOB,427
WN,1178,2011,6,14,HOU,PHX,1020
WN,11,2011,8,18,HOU,BHM,570
WN,1067,2011,8,27,HOU,DAL,239
XE,2885,2011,1,5,IAH,COS,809
WN,38,2011,9,25,HOU,DAL,239
WN,3927,2011,10,14,HOU,OKC,419
OO,2033,2011,8,27,IAH,IAD,1190
OO,1130,2011,7,1,IAH,OKC,395
WN,31,2011,1,6,HOU,HRL,276
CO,1423,2011,10,6,IAH,DFW,224
XE,2060,2011,7,23,IAH,BTR,253
US,1696,2011,6,28,IAH,CLT,913
CO,1717,2011,11,8,IAH,SAN,1303
CO,62,2011,7,16,IAH,EWR,1400
EV,4927,2011,12,23,IAH,DTW,1075
CO,1286,2011,10,24,IAH,CMH,986
OO,1100,2011,1,17,IAH,ABQ,744
CO,1545,2011,7,1,IAH,SMF,1609
CO,1421,2011,7,30,IAH,ATL,689
CO,1233,2011,12,2,IAH,AUS,140
AA,1393,2011,7,4,IAH,DFW,224
XE,3117,2011,3,11,IAH,IND,845
XE,4658,2011,9,28,IAH,LFT,201
XE,2774,2011,1,1,IAH,DAY,929
XE,2496,2011,1,21,IAH,SDF,788
XE,2654,2011,3,23,IAH,BRO,308
CO,1623,2011,3,20,IAH,MSY,305
CO,1679,2011,2,10,IAH,SAT,191
WN,47,2011,11,8,HOU,CRP,187
XE,4586,2011,9,29,IAH,MKE,984
F9,225,2011,7,29,HOU,DEN,883
XE,4235,2011,12,28,IAH,DSM,802
CO,1767,2011,7,31,IAH,SEA,1874
AA,466,2011,10,3,IAH,MIA,964
CO,258,2011,6,3,IAH,DCA,1208
WN,741,2011,4,29,HOU,LIT,393
XE,2847,2011,3,31,IAH,TUS,936
XE,4229,2011,10,30,IAH,BTR,253
WN,269,2011,12,6,HOU,JAN,359
WN,55,2011,12,12,HOU,MCO,849
XE,2198,2011,1,26,IAH,CRW,975
CO,686,2011,1,7,IAH,MCO,853
XE,2044,2011,6,14,IAH,CLT,913
XE,4464,2011,11,17,IAH,DSM,802
XE,2336,2011,5,30,IAH,ICT,542
CO,1629,2011,8,3,IAH,SNA,1346
WN,55,2011,9,29,HOU,HRL,276
XE,4390,2011,12,27,IAH,OMA,781
OO,2065,2011,8,31,IAH,PIT,1117
XE,2654,2011,7,31,IAH,BRO,308
OO,2060,2011,9,26,IAH,ELP,667
XE,2945,2011,4,20,IAH,BHM,562
DL,54,2011,12,4,IAH,ATL,689
CO,6,2011,2,8,IAH,SAT,191
XE,2625,2011,4,28,IAH,HRL,295
XE,4238,2011,10,28,IAH,TUL,429
CO,1550,2011,10,9,IAH,AUS,140
XE,2399,2011,4,14,IAH,BTR,253
CO,62,2011,8,9,IAH,EWR,1400
CO,586,2011,3,7,IAH,MCO,853
WN,6,2011,5,8,HOU,DAL,239
CO,1603,2011,6,18,IAH,AUS,140
WN,1053,2011,12,26,HOU,LAX,1390
MQ,2958,2011,8,5,HOU,DFW,247
XE,2804,2011,4,14,IAH,MEM,469
XE,3027,2011,6,22,IAH,HRL,295
XE,2559,2011,5,13,IAH,LFT,201
CO,1233,2011,9,26,IAH,AUS,140
CO,1767,2011,2,26,IAH,SEA,1874
CO,1110,2011,11,22,IAH,ONT,1334
CO,282,2011,5,11,IAH,BOS,1597
XE,2809,2011,7,11,IAH,CRP,201
OO,5196,2011,10,23,IAH,TUS,936
CO,209,2011,5,24,IAH,PDX,1825
WN,1411,2011,5,17,HOU,CHS,928
XE,4437,2011,12,22,IAH,VPS,528
WN,1283,2011,7,19,HOU,HRL,276
XE,4614,2011,12,15,IAH,CRP,201
CO,1145,2011,11,26,IAH,SAT,191
XE,4656,2011,11,13,IAH,BHM,562
WN,4,2011,9,14,HOU,DAL,239
XE,4357,2011,12,18,IAH,LRD,301
XE,4293,2011,11,25,IAH,BRO,308
XE,2249,2011,3,31,IAH,MEM,469
MQ,3859,2011,2,9,IAH,ORD,925
AA,1698,2011,4,18,IAH,DFW,224
XE,2804,2011,4,1,IAH,MEM,469
WN,1653,2011,10,5,HOU,ABQ,759
XE,3027,2011,7,26,IAH,HRL,295
WN,55,2011,2,17,HOU,HRL,276
CO,442,2011,6,5,IAH,TUL,429
CO,723,2011,6,5,IAH,MSY,305
CO,1706,2011,10,15,IAH,RDU,1042
UA,552,2011,3,28,IAH,IAD,1190
US,959,2011,3,23,IAH,CLT,913
XE,4640,2011,12,2,IAH,AMA,517
WN,2883,2011,6,3,HOU,STL,687
OO,5156,2011,12,23,IAH,ABQ,744
B6,622,2011,11,29,HOU,JFK,1428
CO,1435,2011,9,18,IAH,DTW,1075
CO,1186,2011,10,12,IAH,SAT,191
MQ,3717,2011,6,13,IAH,ORD,925
WN,703,2011,4,28,HOU,MSY,303
WN,243,2011,6,6,HOU,PHX,1020
XE,2882,2011,8,12,IAH,BNA,657
CO,1540,2011,8,18,IAH,EWR,1400
WN,1050,2011,11,30,HOU,STL,687
WN,9,2011,2,24,HOU,FLL,957
WN,690,2011,8,6,HOU,MSY,302
MQ,3859,2011,5,18,IAH,ORD,925
CO,1616,2011,8,11,IAH,ORD,925
EV,5229,2011,2,12,IAH,MEM,469
CO,1006,2011,8,31,IAH,ORD,925
WN,24,2011,2,27,HOU,DAL,239
OO,1130,2011,4,16,IAH,OKC,395
XE,4564,2011,12,18,IAH,CMH,986
WN,726,2011,2,7,HOU,ABQ,759
WN,55,2011,10,16,HOU,HRL,277
CO,746,2011,5,13,IAH,ORD,925
XE,2200,2011,1,20,IAH,OKC,395
EV,4956,2011,11,21,IAH,MEM,468
CO,1435,2011,9,2,IAH,DTW,1075
WN,2,2011,10,5,HOU,DAL,239
AS,731,2011,5,6,IAH,SEA,1874
CO,1091,2011,10,8,IAH,ORD,925
XE,2748,2011,7,12,IAH,MOB,427
XE,2308,2011,4,4,IAH,BRO,308
XE,4586,2011,10,31,IAH,CRP,201
XE,2649,2011,3,17,IAH,LRD,301
WN,1921,2011,2,14,HOU,OAK,1642
XE,2731,2011,1,5,IAH,SHV,192
WN,1132,2011,7,2,HOU,MCO,849
CO,1033,2011,8,8,IAH,SFO,1635
WN,1639,2011,4,20,HOU,MSY,303
XE,4453,2011,10,31,IAH,MSP,1034
WN,1222,2011,5,13,HOU,MSY,303
CO,1830,2011,3,14,IAH,PBI,956
OO,5173,2011,10,6,IAH,CMH,986
WN,915,2011,11,18,HOU,AUS,148
WN,837,2011,8,29,HOU,MSY,302
CO,1097,2011,1,19,IAH,LAS,1222
CO,1492,2011,6,26,IAH,CMH,986
CO,1258,2011,9,18,IAH,SMF,1609
XE,2967,2011,2,25,IAH,LBB,458
WN,1493,2011,6,16,HOU,AUS,148
XE,2292,2011,8,25,IAH,BHM,562
OO,5195,2011,12,30,IAH,OMA,781
CO,1483,2011,8,26,IAH,LGA,1416
EV,5445,2011,5,31,HOU,ATL,696
WN,15,2011,7,8,HOU,ECP,571
XE,4706,2011,11,24,IAH,CID,845
CO,1624,2011,8,24,IAH,LAS,1222
AS,731,2011,6,22,IAH,SEA,1874
OO,4497,2011,11,15,IAH,SLC,1195
CO,1160,2011,9,6,IAH,ORD,925
OO,6698,2011,1,6,IAH,DEN,862
CO,408,2011,6,10,IAH,EWR,1400
US,959,2011,8,5,IAH,CLT,912
CO,1707,2011,10,27,IAH,AUS,140
XE,4673,2011,12,12,IAH,BNA,657
OO,5167,2011,12,28,IAH,CMH,986
DL,1675,2011,12,22,IAH,ATL,689
XE,2817,2011,2,13,IAH,HRL,295
XE,2405,2011,8,9,IAH,LEX,828
WN,2085,2011,2,13,HOU,JAN,359
XE,2198,2011,1,18,IAH,CRW,975
CO,60,2011,10,4,IAH,EWR,1400
MQ,2870,2011,11,25,HOU,DFW,247
WN,2725,2011,4,22,HOU,LAX,1390
CO,1432,2011,9,8,IAH,SFO,1635
XE,4139,2011,10,22,IAH,HSV,595
XE,2980,2011,5,22,IAH,TYS,772
XE,2277,2011,4,28,IAH,BRO,308
XE,2010,2011,3,16,IAH,SDF,788
OO,5174,2011,12,4,IAH,PSP,1269
WN,43,2011,11,29,HOU,LAS,1235
CO,1011,2011,12,31,IAH,EGE,935
CO,782,2011,6,13,IAH,BOS,1597
WN,50,2011,8,5,HOU,DAL,239
XE,2253,2011,7,8,IAH,TUL,429
WN,50,2011,9,6,HOU,DAL,239
US,1776,2011,9,26,IAH,PHL,1325
CO,35,2011,11,23,IAH,AUS,140
WN,10,2011,1,14,HOU,DAL,239
CO,697,2011,5,3,IAH,LAS,1222
WN,1405,2011,7,3,HOU,BHM,570
XE,2304,2011,8,3,IAH,GPT,376
CO,410,2011,1,11,IAH,IAD,1190
CO,599,2011,6,25,IAH,DEN,862
XE,3127,2011,7,16,IAH,LBB,458
OO,1102,2011,5,7,IAH,ABQ,744
XE,4459,2011,12,11,IAH,BNA,657
US,1978,2011,6,18,IAH,CLT,913
XE,4575,2011,11,30,IAH,DAL,216
WN,201,2011,10,31,HOU,TPA,781
EV,5372,2011,8,9,IAH,DTW,1075
XE,2369,2011,4,14,IAH,TUS,936
OO,4484,2011,6,2,IAH,SLC,1195
B6,620,2011,4,7,HOU,JFK,1428
MQ,3216,2011,7,29,HOU,DFW,247
WN,231,2011,11,7,HOU,BHM,570
UA,230,2011,3,6,IAH,ORD,925
CO,741,2011,3,25,IAH,AUS,140
XE,4478,2011,11,21,IAH,ICT,542
CO,1766,2011,8,2,IAH,SEA,1874
XE,2290,2011,3,19,IAH,DTW,1076
WN,12,2011,3,20,HOU,DAL,239
CO,62,2011,5,28,IAH,EWR,1400
WN,1247,2011,8,20,HOU,JAN,359
WN,1014,2011,2,19,HOU,MSY,303
CO,1099,2011,1,31,IAH,DEN,862
CO,326,2011,4,19,IAH,BWI,1235
CO,1844,2011,5,24,IAH,CLE,1091
DL,686,2011,8,8,IAH,MSP,1034
CO,1447,2011,10,5,IAH,DEN,862
OO,4455,2011,11,13,IAH,SLC,1195
WN,1317,2011,8,30,HOU,STL,687
CO,35,2011,6,20,IAH,AUS,140
WN,576,2011,7,8,HOU,MCO,849
CO,1258,2011,12,13,IAH,LGA,1416
WN,31,2011,6,24,HOU,CRP,187
WN,2994,2011,5,3,HOU,OAK,1642
WN,42,2011,9,21,HOU,DAL,239
WN,1305,2011,8,22,HOU,OKC,419
XE,2453,2011,9,27,IAH,BRO,308
XE,2581,2011,3,6,IAH,CRP,201
CO,1099,2011,1,14,IAH,DEN,862
WN,734,2011,11,3,HOU,BWI,1246
XE,4654,2011,12,22,IAH,ORF,1201
XE,2253,2011,5,6,IAH,SAV,851
XE,2890,2011,4,3,IAH,SAT,191
OO,6726,2011,3,15,IAH,ASE,914
US,269,2011,5,30,IAH,PHX,1009
WN,1639,2011,3,24,HOU,MSY,303
XE,4274,2011,10,28,IAH,CLT,912
XE,2357,2011,4,1,IAH,LRD,301
XE,2794,2011,5,3,IAH,MCI,643
WN,48,2011,6,20,HOU,DAL,239
AS,731,2011,10,25,IAH,SEA,1874
CO,616,2011,6,28,IAH,MSP,1034
CO,667,2011,4,15,IAH,SEA,1874
XE,2822,2011,8,9,IAH,GSP,837
CO,1460,2011,8,31,IAH,ORD,925
UA,247,2011,8,20,IAH,ORD,925
XE,2891,2011,2,18,IAH,JAN,351
XE,2035,2011,3,24,IAH,PIT,1117
XE,2295,2011,1,23,IAH,CLT,913
MQ,3210,2011,11,2,HOU,DFW,247
XE,4437,2011,12,24,IAH,VPS,528
XE,3022,2011,8,12,IAH,GPT,376
CO,1607,2011,7,21,IAH,TPA,787
US,1776,2011,10,20,IAH,PHL,1325
CO,1485,2011,7,29,IAH,SEA,1874
XE,3096,2011,5,14,IAH,CMH,986
WN,267,2011,6,19,HOU,MAF,441
CO,872,2011,4,17,IAH,SJC,1609
OO,1107,2011,3,22,IAH,PIT,1117
XE,3105,2011,3,25,IAH,LIT,374
CO,404,2011,4,8,IAH,IAD,1190
CO,33,2011,11,4,IAH,MSY,305
CO,616,2011,3,25,IAH,MSP,1034
WN,1636,2011,8,16,HOU,DAL,239
WN,1334,2011,8,30,HOU,MSY,302
WN,49,2011,1,14,HOU,MCO,848
XE,3027,2011,4,19,IAH,HRL,295
XE,2618,2011,9,1,IAH,SDF,788
OO,1190,2011,6,8,IAH,ATL,689
CO,1646,2011,5,10,IAH,ORD,925
WN,439,2011,11,24,HOU,BWI,1246
XE,2050,2011,1,29,IAH,RIC,1157
XE,4596,2011,9,10,IAH,ABQ,744
CO,626,2011,6,30,IAH,BWI,1235
XE,2776,2011,8,4,IAH,MCI,643
WN,640,2011,12,9,HOU,MDW,937
CO,1077,2011,12,28,IAH,CLE,1091
OO,5256,2011,11,17,IAH,STL,667
WN,854,2011,4,18,HOU,HRL,276
WN,50,2011,7,1,HOU,DAL,239
XE,4641,2011,10,19,IAH,LRD,301
XE,2130,2011,9,30,IAH,MSP,1034
CO,1787,2011,5,9,IAH,DFW,224
CO,442,2011,3,30,IAH,TUL,429
CO,1463,2011,8,4,IAH,SLC,1195
XE,2128,2011,4,25,IAH,DFW,224
XE,4648,2011,11,21,IAH,GPT,376
CO,1270,2011,11,10,IAH,DFW,224
OO,1152,2011,6,16,IAH,ABQ,744
